Age,Mu,Sigma,Lambda,Sex
11.86,17.63828867,0.077077651,1.629516323,Male
11.87,17.6408907,0.077069986,1.628076344,Male
11.88,17.64351098,0.077062324,1.626636081,Male
11.89,17.64615022,0.077054665,1.625195536,Male
11.9,17.64880911,0.077047011,1.623754711,Male
11.91,17.65148828,0.077039359,1.622313611,Male
11.92,17.65418833,0.077031711,1.620872237,Male
11.93,17.65690983,0.077024067,1.619430594,Male
11.94,17.6596534,0.077016426,1.617988684,Male
11.95,17.66241966,0.077008788,1.616546511,Male
11.96,17.66520919,0.077001153,1.615104078,Male
11.97,17.66802255,0.076993522,1.613661388,Male
11.98,17.67086023,0.076985894,1.612218445,Male
11.99,17.67372275,0.076978269,1.610775251,Male
12,17.67661074,0.076970648,1.609331807,Male
12.01,17.67952485,0.076963029,1.607888116,Male
12.02,17.6824657,0.076955414,1.606444177,Male
12.03,17.68543402,0.076947802,1.604999992,Male
12.04,17.68843051,0.076940193,1.603555561,Male
12.05,17.6914559,0.076932587,1.602110887,Male
12.06,17.69451091,0.076924984,1.60066597,Male
12.07,17.69759625,0.076917384,1.599220811,Male
12.08,17.70071272,0.076909787,1.597775411,Male
12.09,17.70386111,0.076902193,1.596329772,Male
12.1,17.70704221,0.076894602,1.594883894,Male
12.11,17.71025681,0.076887014,1.59343778,Male
12.12,17.71350571,0.076879428,1.591991431,Male
12.13,17.71678969,0.076871846,1.590544848,Male
12.14,17.72010946,0.076864266,1.589098037,Male
12.15,17.72346569,0.076856689,1.587651001,Male
12.16,17.72685894,0.076849114,1.586203748,Male
12.17,17.73028975,0.076841543,1.584756284,Male
12.18,17.7337586,0.076833974,1.583308618,Male
12.19,17.73726591,0.076826407,1.581860759,Male
12.2,17.74081206,0.076818844,1.580412719,Male
12.21,17.74439738,0.076811283,1.578964507,Male
12.22,17.74802218,0.076803725,1.577516133,Male
12.23,17.75168668,0.076796169,1.576067608,Male
12.24,17.75539107,0.076788616,1.574618939,Male
12.25,17.75913555,0.076781065,1.573170138,Male
12.26,17.76292035,0.076773517,1.571721212,Male
12.27,17.76674593,0.076765971,1.570272168,Male
12.28,17.77061281,0.076758428,1.568823011,Male
12.29,17.7745215,0.076750887,1.567373748,Male
12.3,17.77847244,0.076743349,1.565924383,Male
12.31,17.78246607,0.076735813,1.564474922,Male
12.32,17.78650281,0.07672828,1.563025371,Male
12.33,17.79058309,0.076720749,1.561575735,Male
12.34,17.79470734,0.076713221,1.56012602,Male
12.35,17.79887596,0.076705695,1.558676232,Male
12.36,17.80308938,0.076698171,1.557226375,Male
12.37,17.80734801,0.07669065,1.555776455,Male
12.38,17.81165224,0.076683131,1.554326478,Male
12.39,17.81600244,0.076675615,1.552876448,Male
12.4,17.82039902,0.0766681,1.551426372,Male
12.41,17.82484249,0.076660589,1.549976255,Male
12.42,17.82933339,0.076653079,1.548526103,Male
12.43,17.83387242,0.076645572,1.54707592,Male
12.44,17.83846029,0.076638067,1.545625713,Male
12.45,17.84309769,0.076630565,1.544175488,Male
12.46,17.84778523,0.076623065,1.542725249,Male
12.47,17.85252354,0.076615567,1.541275001,Male
12.48,17.8573132,0.076608071,1.53982475,Male
12.49,17.86215481,0.076600578,1.5383745,Male
12.5,17.86704892,0.076593086,1.536924257,Male
12.51,17.87199612,0.076585597,1.535474026,Male
12.52,17.87699697,0.076578111,1.534023811,Male
12.53,17.88205198,0.076570626,1.532573618,Male
12.54,17.88716163,0.076563144,1.53112345,Male
12.55,17.89232638,0.076555663,1.529673313,Male
12.56,17.89754673,0.076548185,1.528223212,Male
12.57,17.90282315,0.076540709,1.52677315,Male
12.58,17.90815612,0.076533236,1.525323133,Male
12.59,17.9135461,0.076525764,1.523873164,Male
12.6,17.91899358,0.076518294,1.52242325,Male
12.61,17.92449904,0.076510827,1.520973394,Male
12.62,17.930063,0.076503361,1.519523601,Male
12.63,17.93568605,0.076495897,1.518073875,Male
12.64,17.94136876,0.076488436,1.516624222,Male
12.65,17.94711174,0.076480977,1.515174646,Male
12.66,17.95291558,0.076473519,1.51372515,Male
12.67,17.95878084,0.076466064,1.512275741,Male
12.68,17.96470809,0.07645861,1.510826421,Male
12.69,17.97069788,0.076451159,1.509377196,Male
12.7,17.97675069,0.076443709,1.50792807,Male
12.71,17.98286692,0.076436261,1.506479049,Male
12.72,17.98904693,0.076428815,1.505030138,Male
12.73,17.99529108,0.076421372,1.503581345,Male
12.74,18.00159963,0.07641393,1.502132675,Male
12.75,18.00797285,0.076406489,1.500684134,Male
12.76,18.01441097,0.076399051,1.499235728,Male
12.77,18.02091423,0.076391615,1.497787464,Male
12.78,18.02748286,0.07638418,1.496339346,Male
12.79,18.03411708,0.076376747,1.494891381,Male
12.8,18.04081707,0.076369316,1.493443574,Male
12.81,18.04758291,0.076361887,1.49199593,Male
12.82,18.05441466,0.076354459,1.490548455,Male
12.83,18.06131238,0.076347034,1.489101153,Male
12.84,18.06827614,0.07633961,1.48765403,Male
12.85,18.07530602,0.076332187,1.486207091,Male
12.86,18.08240209,0.076324767,1.484760341,Male
12.87,18.08956442,0.076317348,1.483313784,Male
12.88,18.09679291,0.076309931,1.481867429,Male
12.89,18.10408746,0.076302515,1.480421281,Male
12.9,18.11144794,0.076295101,1.478975348,Male
12.91,18.11887416,0.076287689,1.477529635,Male
12.92,18.12636595,0.076280279,1.476084149,Male
12.93,18.13392312,0.07627287,1.474638898,Male
12.94,18.14154549,0.076265462,1.473193888,Male
12.95,18.14923288,0.076258056,1.471749126,Male
12.96,18.15698502,0.076250652,1.470304619,Male
12.97,18.1648016,0.076243249,1.468860372,Male
12.98,18.17268223,0.076235848,1.467416395,Male
12.99,18.18062652,0.076228449,1.465972692,Male
13,18.18863401,0.076221051,1.464529272,Male
13.01,18.1967041,0.076213654,1.463086142,Male
13.02,18.20483616,0.076206259,1.461643309,Male
13.03,18.21302951,0.076198865,1.460200781,Male
13.04,18.22128349,0.076191473,1.458758565,Male
13.05,18.22959745,0.076184083,1.457316667,Male
13.06,18.23797072,0.076176694,1.455875096,Male
13.07,18.24640273,0.076169306,1.454433857,Male
13.08,18.25489293,0.07616192,1.452992959,Male
13.09,18.26344073,0.076154535,1.451552407,Male
13.1,18.27204556,0.076147152,1.45011221,Male
13.11,18.28070686,0.07613977,1.448672373,Male
13.12,18.28942406,0.076132389,1.447232905,Male
13.13,18.29819655,0.07612501,1.44579381,Male
13.14,18.30702371,0.076117632,1.444355097,Male
13.15,18.31590487,0.076110256,1.442916771,Male
13.16,18.32483933,0.076102881,1.44147884,Male
13.17,18.33382641,0.076095507,1.440041308,Male
13.18,18.34286545,0.076088135,1.438604184,Male
13.19,18.35195582,0.076080764,1.437167472,Male
13.2,18.36109695,0.076073394,1.435731179,Male
13.21,18.37028833,0.076066026,1.434295311,Male
13.22,18.37952948,0.076058658,1.432859872,Male
13.23,18.38881986,0.076051293,1.431424867,Male
13.24,18.39815892,0.076043928,1.429990302,Male
13.25,18.40754606,0.076036565,1.428556184,Male
13.26,18.41698078,0.076029202,1.427122517,Male
13.27,18.42646255,0.076021842,1.425689308,Male
13.28,18.43599073,0.076014482,1.424256564,Male
13.29,18.44556464,0.076007124,1.422824293,Male
13.3,18.45518353,0.075999767,1.421392502,Male
13.31,18.46484663,0.075992411,1.4199612,Male
13.32,18.47455318,0.075985057,1.418530393,Male
13.33,18.48430242,0.075977703,1.41710009,Male
13.34,18.49409359,0.075970351,1.415670298,Male
13.35,18.50392591,0.075963,1.414241024,Male
13.36,18.51379858,0.075955651,1.412812276,Male
13.37,18.52371081,0.075948303,1.41138406,Male
13.38,18.53366182,0.075940956,1.409956386,Male
13.39,18.54365083,0.07593361,1.408529259,Male
13.4,18.55367704,0.075926265,1.407102686,Male
13.41,18.56373968,0.075918922,1.405676676,Male
13.42,18.57383791,0.07591158,1.404251236,Male
13.43,18.58397092,0.075904239,1.402826371,Male
13.44,18.59413785,0.0758969,1.401402089,Male
13.45,18.60433785,0.075889561,1.399978398,Male
13.46,18.61457007,0.075882224,1.398555302,Male
13.47,18.62483365,0.075874888,1.397132811,Male
13.48,18.63512775,0.075867553,1.395710929,Male
13.49,18.64545153,0.07586022,1.394289665,Male
13.5,18.65580418,0.075852888,1.392869024,Male
13.51,18.66618505,0.075845556,1.391449008,Male
13.52,18.67659354,0.075838227,1.390029621,Male
13.53,18.68702911,0.075830898,1.388610865,Male
13.54,18.69749126,0.07582357,1.387192742,Male
13.55,18.70797945,0.075816244,1.385775254,Male
13.56,18.71849316,0.075808919,1.384358404,Male
13.57,18.72903182,0.075801595,1.382942194,Male
13.58,18.73959486,0.075794273,1.381526628,Male
13.59,18.75018168,0.075786951,1.380111708,Male
13.6,18.76079173,0.075779631,1.378697438,Male
13.61,18.77142437,0.075772312,1.377283821,Male
13.62,18.78207899,0.075764994,1.375870859,Male
13.63,18.79275496,0.075757678,1.374458556,Male
13.64,18.80345165,0.075750362,1.373046913,Male
13.65,18.81416843,0.075743048,1.371635934,Male
13.66,18.82490466,0.075735736,1.370225623,Male
13.67,18.8356597,0.075728424,1.36881598,Male
13.68,18.84643302,0.075721113,1.367407008,Male
13.69,18.85722412,0.075713804,1.36599871,Male
13.7,18.8680325,0.075706496,1.364591088,Male
13.71,18.87885769,0.075699189,1.363184142,Male
13.72,18.8896992,0.075691884,1.361777875,Male
13.73,18.90055665,0.07568458,1.360372289,Male
13.74,18.91142967,0.075677277,1.358967382,Male
13.75,18.9223179,0.075669975,1.357563157,Male
13.76,18.93322098,0.075662674,1.356159614,Male
13.77,18.94413854,0.075655375,1.354756754,Male
13.78,18.95507022,0.075648077,1.353354577,Male
13.79,18.96601559,0.07564078,1.351953084,Male
13.8,18.97697423,0.075633484,1.350552276,Male
13.81,18.98794568,0.07562619,1.349152154,Male
13.82,18.99892961,0.075618896,1.347752718,Male
13.83,19.00992569,0.075611605,1.346353968,Male
13.84,19.0209336,0.075604314,1.344955905,Male
13.85,19.03195304,0.075597025,1.343558529,Male
13.86,19.0429837,0.075589737,1.342161839,Male
13.87,19.05402525,0.07558245,1.340765837,Male
13.88,19.06507734,0.075575164,1.339370522,Male
13.89,19.07613963,0.07556788,1.337975895,Male
13.9,19.08721174,0.075560597,1.336581954,Male
13.91,19.09829338,0.075553316,1.3351887,Male
13.92,19.10938425,0.075546035,1.333796132,Male
13.93,19.12048399,0.075538756,1.33240425,Male
13.94,19.13159224,0.075531479,1.331013053,Male
13.95,19.14270864,0.075524202,1.329622542,Male
13.96,19.15383279,0.075516927,1.328232715,Male
13.97,19.16496434,0.075509654,1.326843571,Male
13.98,19.17610289,0.075502381,1.325455111,Male
13.99,19.18724808,0.07549511,1.324067333,Male
14,19.19839953,0.07548784,1.322680237,Male
14.01,19.20955684,0.075480572,1.321293823,Male
14.02,19.22071971,0.075473305,1.31990809,Male
14.03,19.23188779,0.075466039,1.318523038,Male
14.04,19.24306078,0.075458775,1.317138666,Male
14.05,19.25423831,0.075451512,1.315754975,Male
14.06,19.26542006,0.075444251,1.314371963,Male
14.07,19.27660571,0.07543699,1.31298963,Male
14.08,19.28779502,0.075429731,1.311607974,Male
14.09,19.29898778,0.075422474,1.310226996,Male
14.1,19.31018377,0.075415218,1.308846693,Male
14.11,19.32138278,0.075407963,1.307467063,Male
14.12,19.33258458,0.07540071,1.306088106,Male
14.13,19.34378892,0.075393458,1.304709821,Male
14.14,19.35499552,0.075386207,1.303332205,Male
14.15,19.36620412,0.075378958,1.301955257,Male
14.16,19.37741443,0.07537171,1.300578976,Male
14.17,19.3886262,0.075364464,1.29920336,Male
14.18,19.39983914,0.075357219,1.297828408,Male
14.19,19.41105299,0.075349975,1.296454118,Male
14.2,19.42226746,0.075342733,1.295080488,Male
14.21,19.43348226,0.075335492,1.293707518,Male
14.22,19.44469714,0.075328253,1.292335206,Male
14.23,19.4559118,0.075321015,1.290963549,Male
14.24,19.46712597,0.075313778,1.289592547,Male
14.25,19.47833938,0.075306543,1.288222199,Male
14.26,19.48955176,0.075299309,1.286852502,Male
14.27,19.50076282,0.075292077,1.285483455,Male
14.28,19.51197229,0.075284846,1.284115057,Male
14.29,19.52317991,0.075277617,1.282747306,Male
14.3,19.5343854,0.075270389,1.281380201,Male
14.31,19.5455885,0.075263163,1.28001374,Male
14.32,19.55678892,0.075255938,1.278647922,Male
14.33,19.56798641,0.075248714,1.277282745,Male
14.34,19.57918068,0.075241492,1.275918208,Male
14.35,19.59037149,0.075234271,1.274554309,Male
14.36,19.60155855,0.075227052,1.273191047,Male
14.37,19.6127416,0.075219834,1.27182842,Male
14.38,19.62392038,0.075212618,1.270466428,Male
14.39,19.63509462,0.075205403,1.269105068,Male
14.4,19.64626406,0.07519819,1.267744339,Male
14.41,19.65742844,0.075190978,1.26638424,Male
14.42,19.66858754,0.075183767,1.265024768,Male
14.43,19.67974115,0.075176558,1.263665923,Male
14.44,19.69088905,0.075169351,1.262307703,Male
14.45,19.70203101,0.075162145,1.260950105,Male
14.46,19.71316681,0.07515494,1.259593128,Male
14.47,19.72429621,0.075147737,1.258236771,Male
14.48,19.73541898,0.075140536,1.256881032,Male
14.49,19.7465349,0.075133336,1.255525908,Male
14.5,19.75764383,0.075126137,1.254171398,Male
14.51,19.76874562,0.07511894,1.252817499,Male
14.52,19.77984007,0.075111745,1.251464211,Male
14.53,19.79092698,0.075104551,1.250111529,Male
14.54,19.80200612,0.075097358,1.248759452,Male
14.55,19.81307725,0.075090167,1.247407978,Male
14.56,19.82414011,0.075082978,1.246057104,Male
14.57,19.83519443,0.07507579,1.244706828,Male
14.58,19.84623994,0.075068603,1.243357147,Male
14.59,19.85727634,0.075061419,1.242008058,Male
14.6,19.86830338,0.075054235,1.240659559,Male
14.61,19.87932076,0.075047053,1.239311648,Male
14.62,19.89032821,0.075039873,1.237964321,Male
14.63,19.90132547,0.075032694,1.236617577,Male
14.64,19.91231225,0.075025517,1.235271414,Male
14.65,19.92328828,0.075018341,1.233925827,Male
14.66,19.93425328,0.075011167,1.232580816,Male
14.67,19.94520694,0.075003994,1.231236377,Male
14.68,19.95614895,0.074996823,1.229892507,Male
14.69,19.96707904,0.074989654,1.228549204,Male
14.7,19.97799696,0.074982486,1.227206466,Male
14.71,19.98890255,0.074975319,1.225864288,Male
14.72,19.99979566,0.074968154,1.224522669,Male
14.73,20.01067617,0.074960991,1.223181606,Male
14.74,20.02154395,0.074953829,1.221841095,Male
14.75,20.03239889,0.074946669,1.220501136,Male
14.76,20.04324084,0.07493951,1.219161723,Male
14.77,20.05406967,0.074932353,1.217822856,Male
14.78,20.06488523,0.074925198,1.21648453,Male
14.79,20.07568734,0.074918043,1.215146744,Male
14.8,20.08647582,0.074910891,1.213809495,Male
14.81,20.0972505,0.07490374,1.212472778,Male
14.82,20.10801121,0.074896591,1.211136593,Male
14.83,20.11875774,0.074889443,1.209800935,Male
14.84,20.12948991,0.074882297,1.208465803,Male
14.85,20.14020753,0.074875152,1.207131192,Male
14.86,20.15091041,0.074868009,1.205797101,Male
14.87,20.16159834,0.074860868,1.204463526,Male
14.88,20.17227115,0.074853728,1.203130465,Male
14.89,20.18292864,0.074846589,1.201797915,Male
14.9,20.19357063,0.074839452,1.200465872,Male
14.91,20.20419701,0.074832317,1.199134334,Male
14.92,20.21480765,0.074825183,1.197803299,Male
14.93,20.22540245,0.074818051,1.196472762,Male
14.94,20.23598128,0.07481092,1.195142721,Male
14.95,20.24654406,0.074803791,1.193813173,Male
14.96,20.25709065,0.074796664,1.192484115,Male
14.97,20.26762096,0.074789538,1.191155544,Male
14.98,20.27813486,0.074782414,1.189827457,Male
14.99,20.28863226,0.074775291,1.188499852,Male
15,20.29911305,0.07476817,1.187172724,Male
15.01,20.3095771,0.07476105,1.185846072,Male
15.02,20.32002432,0.074753932,1.184519892,Male
15.03,20.3304546,0.074746815,1.183194181,Male
15.04,20.34086782,0.0747397,1.181868937,Male
15.05,20.35126389,0.074732587,1.180544156,Male
15.06,20.3616427,0.074725475,1.179219836,Male
15.07,20.3720041,0.074718365,1.177895975,Male
15.08,20.38234795,0.074711256,1.176572568,Male
15.09,20.39267411,0.074704149,1.175249614,Male
15.1,20.40298241,0.074697043,1.173927109,Male
15.11,20.41327272,0.074689939,1.172605051,Male
15.12,20.42354488,0.074682837,1.171283437,Male
15.13,20.43379874,0.074675736,1.169962265,Male
15.14,20.44403417,0.074668636,1.16864153,Male
15.15,20.45425101,0.074661539,1.167321231,Male
15.16,20.46444912,0.074654442,1.166001365,Male
15.17,20.47462834,0.074647348,1.164681929,Male
15.18,20.48478854,0.074640255,1.16336292,Male
15.19,20.49492957,0.074633163,1.162044335,Male
15.2,20.50505129,0.074626073,1.160726173,Male
15.21,20.51515354,0.074618985,1.159408429,Male
15.22,20.52523619,0.074611898,1.158091102,Male
15.23,20.53529909,0.074604813,1.156774188,Male
15.24,20.54534211,0.074597729,1.155457685,Male
15.25,20.55536508,0.074590647,1.15414159,Male
15.26,20.56536788,0.074583566,1.1528259,Male
15.27,20.57535037,0.074576487,1.151510613,Male
15.28,20.58531239,0.07456941,1.150195726,Male
15.29,20.59525382,0.074562334,1.148881236,Male
15.3,20.60517451,0.074555259,1.147567141,Male
15.31,20.61507432,0.074548187,1.146253438,Male
15.32,20.62495313,0.074541115,1.144940124,Male
15.33,20.6348108,0.074534046,1.143627198,Male
15.34,20.64464718,0.074526978,1.142314655,Male
15.35,20.65446215,0.074519911,1.141002494,Male
15.36,20.66425557,0.074512846,1.139690712,Male
15.37,20.67402731,0.074505783,1.138379307,Male
15.38,20.68377726,0.074498721,1.137068275,Male
15.39,20.69350532,0.074491661,1.135757615,Male
15.4,20.70321136,0.074484602,1.134447324,Male
15.41,20.71289528,0.074477545,1.133137399,Male
15.42,20.72255694,0.074470489,1.131827838,Male
15.43,20.7321962,0.074463435,1.130518638,Male
15.44,20.74181291,0.074456383,1.129209796,Male
15.45,20.75140692,0.074449332,1.127901311,Male
15.46,20.76097808,0.074442282,1.126593178,Male
15.47,20.77052624,0.074435234,1.125285396,Male
15.48,20.78005127,0.074428188,1.123977962,Male
15.49,20.78955304,0.074421143,1.122670873,Male
15.5,20.7990315,0.0744141,1.121364127,Male
15.51,20.80848656,0.074407059,1.120057721,Male
15.52,20.81791817,0.074400019,1.118751654,Male
15.53,20.82732626,0.07439298,1.117445922,Male
15.54,20.83671074,0.074385943,1.116140523,Male
15.55,20.84607157,0.074378908,1.114835455,Male
15.56,20.85540866,0.074371874,1.113530715,Male
15.57,20.86472195,0.074364842,1.112226302,Male
15.58,20.87401138,0.074357811,1.110922211,Male
15.59,20.88327687,0.074350782,1.109618442,Male
15.6,20.89251836,0.074343754,1.108314991,Male
15.61,20.90173578,0.074336728,1.107011857,Male
15.62,20.91092907,0.074329703,1.105709036,Male
15.63,20.92009815,0.07432268,1.104406527,Male
15.64,20.92924296,0.074315659,1.103104327,Male
15.65,20.93836345,0.074308639,1.101802434,Male
15.66,20.94745959,0.074301621,1.100500845,Male
15.67,20.95653137,0.074294604,1.099199558,Male
15.68,20.96557878,0.074287589,1.097898571,Male
15.69,20.97460181,0.074280575,1.096597881,Male
15.7,20.98360044,0.074273563,1.095297486,Male
15.71,20.99257466,0.074266552,1.093997383,Male
15.72,21.00152447,0.074259543,1.09269757,Male
15.73,21.01044987,0.074252535,1.091398046,Male
15.74,21.01935087,0.074245529,1.090098807,Male
15.75,21.02822753,0.074238525,1.088799851,Male
15.76,21.03707993,0.074231522,1.087501176,Male
15.77,21.04590812,0.074224521,1.086202779,Male
15.78,21.05471217,0.074217521,1.084904659,Male
15.79,21.06349216,0.074210522,1.083606812,Male
15.8,21.07224814,0.074203526,1.082309237,Male
15.81,21.08098019,0.07419653,1.08101193,Male
15.82,21.08968837,0.074189537,1.079714891,Male
15.83,21.09837269,0.074182545,1.078418115,Male
15.84,21.10703319,0.074175554,1.077121603,Male
15.85,21.11566993,0.074168565,1.075825352,Male
15.86,21.12428294,0.074161578,1.07452936,Male
15.87,21.13287228,0.074154592,1.073233625,Male
15.88,21.14143797,0.074147607,1.071938146,Male
15.89,21.14998008,0.074140625,1.07064292,Male
15.9,21.15849864,0.074133643,1.069347947,Male
15.91,21.1669937,0.074126664,1.068053223,Male
15.92,21.17546535,0.074119686,1.066758748,Male
15.93,21.18391368,0.074112709,1.065464519,Male
15.94,21.19233878,0.074105734,1.064170535,Male
15.95,21.20074074,0.074098761,1.062876794,Male
15.96,21.20911964,0.074091789,1.061583294,Male
15.97,21.21747557,0.074084818,1.060290034,Male
15.98,21.22580863,0.07407785,1.058997011,Male
15.99,21.23411889,0.074070883,1.057704224,Male
16,21.24240645,0.074063917,1.056411671,Male
16.01,21.25067141,0.074056953,1.05511935,Male
16.02,21.25891387,0.074049991,1.053827261,Male
16.03,21.26713396,0.07404303,1.052535401,Male
16.04,21.27533179,0.07403607,1.051243768,Male
16.05,21.28350745,0.074029113,1.049952362,Male
16.06,21.29166107,0.074022156,1.04866118,Male
16.07,21.29979276,0.074015202,1.047370221,Male
16.08,21.30790262,0.074008249,1.046079483,Male
16.09,21.31599076,0.074001297,1.044788965,Male
16.1,21.3240573,0.073994348,1.043498664,Male
16.11,21.33210234,0.073987399,1.042208581,Male
16.12,21.340126,0.073980453,1.040918712,Male
16.13,21.34812837,0.073973507,1.039629056,Male
16.14,21.35610958,0.073966564,1.038339613,Male
16.15,21.36406972,0.073959622,1.037050379,Male
16.16,21.3720089,0.073952682,1.035761354,Male
